level_0,index,Timestamp,Muka_Air_Tanah,Data_Air_Tanah,Kedalaman_Sumur,Kedalaman_Sensor,Diameter_Sumur,Discharge_Status
786,786,2026-02-02 18:00:00,18.082665465411914,81.9173345345881,100.0,55.0,0.25,0
787,787,2026-02-02 19:00:00,16.037811326207564,83.96218867379244,100.0,55.0,0.25,0
788,788,2026-02-02 20:00:00,14.19842513082672,85.80157486917328,100.0,55.0,0.25,0
789,789,2026-02-02 21:00:00,12.35477109364104,87.64522890635897,100.0,55.0,0.25,0
790,790,2026-02-02 22:00:00,11.430451330529445,88.56954866947055,100.0,55.0,0.25,0
791,791,2026-02-02 23:00:00,10.2047219017312,89.7952780982688,100.0,55.0,0.25,0
792,792,2026-02-03 00:00:00,9.177918008021821,90.82208199197818,100.0,55.0,0.25,0
793,793,2026-02-03 01:00:00,7.953420256548755,92.04657974345125,100.0,55.0,0.25,0
794,794,2026-02-03 02:00:00,7.187506267025627,92.81249373297437,100.0,55.0,0.25,0
795,795,2026-02-03 03:00:00,6.9059020367609865,93.09409796323901,100.0,55.0,0.25,0
796,796,2026-02-03 04:00:00,6.063927859391746,93.93607214060826,100.0,55.0,0.25,0
797,797,2026-02-03 05:00:00,5.659518362818033,94.34048163718197,100.0,55.0,0.25,0
798,798,2026-02-03 06:00:00,11.148077342733723,88.85192265726627,100.0,55.0,0.25,1
799,799,2026-02-03 07:00:00,15.362761478529873,84.63723852147012,100.0,55.0,0.25,1
800,800,2026-02-03 08:00:00,18.70526444916824,81.29473555083176,100.0,55.0,0.25,1
801,801,2026-02-03 09:00:00,16.372285819772802,83.6277141802272,100.0,55.0,0.25,0
802,802,2026-02-03 10:00:00,14.697659548954519,85.30234045104548,100.0,55.0,0.25,0
803,803,2026-02-03 11:00:00,13.004568088597356,86.99543191140265,100.0,55.0,0.25,0
804,804,2026-02-03 12:00:00,11.618481123291296,88.3815188767087,100.0,55.0,0.25,0
805,805,2026-02-03 13:00:00,10.418900299830701,89.5810997001693,100.0,55.0,0.25,0
806,806,2026-02-03 14:00:00,9.447473311908242,90.55252668809176,100.0,55.0,0.25,0
807,807,2026-02-03 15:00:00,13.95653519385343,86.04346480614657,100.0,55.0,0.25,1
808,808,2026-02-03 16:00:00,17.790364913754296,82.2096350862457,100.0,55.0,0.25,1
809,809,2026-02-03 17:00:00,19.97548880603579,80.0245111939642,100.0,55.0,0.25,1
810,810,2026-02-03 18:00:00,17.87850670566986,82.12149329433014,100.0,55.0,0.25,0
811,811,2026-02-03 19:00:00,15.858029098707041,84.14197090129296,100.0,55.0,0.25,0
812,812,2026-02-03 20:00:00,14.501853849989196,85.4981461500108,100.0,55.0,0.25,0
813,813,2026-02-03 21:00:00,12.726274235646551,87.27372576435344,100.0,55.0,0.25,0
814,814,2026-02-03 22:00:00,11.550896594596656,88.44910340540335,100.0,55.0,0.25,0
815,815,2026-02-03 23:00:00,9.866072289691182,90.13392771030882,100.0,55.0,0.25,0
816,816,2026-02-04 00:00:00,9.177012293756599,90.8229877062434,100.0,55.0,0.25,0
817,817,2026-02-04 01:00:00,8.386696130837505,91.6133038691625,100.0,55.0,0.25,0
818,818,2026-02-04 02:00:00,7.420174372962364,92.57982562703764,100.0,55.0,0.25,0
819,819,2026-02-04 03:00:00,6.908367541107476,93.09163245889252,100.0,55.0,0.25,0
820,820,2026-02-04 04:00:00,5.9683812001430026,94.031618799857,100.0,55.0,0.25,0
821,821,2026-02-04 05:00:00,5.805087711380624,94.19491228861938,100.0,55.0,0.25,0
822,822,2026-02-04 06:00:00,11.602193292231481,88.39780670776852,100.0,55.0,0.25,1
823,823,2026-02-04 07:00:00,15.284242538542792,84.7157574614572,100.0,55.0,0.25,1
824,824,2026-02-04 08:00:00,18.428507183692886,81.57149281630711,100.0,55.0,0.25,1
825,825,2026-02-04 09:00:00,16.766171660839817,83.23382833916018,100.0,55.0,0.25,0
826,826,2026-02-04 10:00:00,14.994349822712465,85.00565017728754,100.0,55.0,0.25,0
827,827,2026-02-04 11:00:00,12.99245114090771,87.0075488590923,100.0,55.0,0.25,0
828,828,2026-02-04 12:00:00,11.62134300535859,88.3786569946414,100.0,55.0,0.25,0
829,829,2026-02-04 13:00:00,10.424377802752328,89.57562219724767,100.0,55.0,0.25,0
830,830,2026-02-04 14:00:00,9.134156455374644,90.86584354462536,100.0,55.0,0.25,0
831,831,2026-02-04 15:00:00,13.868554528889286,86.13144547111071,100.0,55.0,0.25,1
832,832,2026-02-04 16:00:00,17.338385535289177,82.66161446471082,100.0,55.0,0.25,1
833,833,2026-02-04 17:00:00,20.000850753458867,79.99914924654114,100.0,55.0,0.25,1
834,834,2026-02-04 18:00:00,17.908944057024776,82.09105594297523,100.0,55.0,0.25,0
835,835,2026-02-04 19:00:00,15.99281825686918,84.00718174313081,100.0,55.0,0.25,0
836,836,2026-02-04 20:00:00,14.522558371681265,85.47744162831873,100.0,55.0,0.25,0
837,837,2026-02-04 21:00:00,12.48729247219648,87.51270752780351,100.0,55.0,0.25,0
838,838,2026-02-04 22:00:00,11.541392166398245,88.45860783360176,100.0,55.0,0.25,0
839,839,2026-02-04 23:00:00,10.120386595453475,89.87961340454652,100.0,55.0,0.25,0
840,840,2026-02-05 00:00:00,9.11370949865226,90.88629050134774,100.0,55.0,0.25,0
841,841,2026-02-05 01:00:00,8.343733870146139,91.65626612985386,100.0,55.0,0.25,0
842,842,2026-02-05 02:00:00,7.17917317079482,92.82082682920517,100.0,55.0,0.25,0
843,843,2026-02-05 03:00:00,6.771753415331216,93.22824658466878,100.0,55.0,0.25,0
844,844,2026-02-05 04:00:00,6.1051293318056885,93.89487066819432,100.0,55.0,0.25,0
845,845,2026-02-05 05:00:00,5.6217084761451375,94.37829152385487,100.0,55.0,0.25,0
846,846,2026-02-05 06:00:00,11.200247396289194,88.7997526037108,100.0,55.0,0.25,1
847,847,2026-02-05 07:00:00,15.847870278612902,84.1521297213871,100.0,55.0,0.25,1
848,848,2026-02-05 08:00:00,18.390059691122776,81.60994030887723,100.0,55.0,0.25,1
849,849,2026-02-05 09:00:00,16.369295374415913,83.63070462558409,100.0,55.0,0.25,0
850,850,2026-02-05 10:00:00,14.55380728828137,85.44619271171862,100.0,55.0,0.25,0
851,851,2026-02-05 11:00:00,12.985927722506313,87.01407227749368,100.0,55.0,0.25,0
852,852,2026-02-05 12:00:00,11.577902943316456,88.42209705668354,100.0,55.0,0.25,0
853,853,2026-02-05 13:00:00,10.71853803074594,89.28146196925405,100.0,55.0,0.25,0
854,854,2026-02-05 14:00:00,9.68714740717947,90.31285259282053,100.0,55.0,0.25,0
855,855,2026-02-05 15:00:00,13.93813565943623,86.06186434056377,100.0,55.0,0.25,1
856,856,2026-02-05 16:00:00,17.372742574018744,82.62725742598126,100.0,55.0,0.25,1
857,857,2026-02-05 17:00:00,20.248693377756975,79.75130662224302,100.0,55.0,0.25,1
858,858,2026-02-05 18:00:00,17.805436425645937,82.19456357435406,100.0,55.0,0.25,0
859,859,2026-02-05 19:00:00,16.07256167391298,83.92743832608701,100.0,55.0,0.25,0
860,860,2026-02-05 20:00:00,14.25304287728871,85.7469571227113,100.0,55.0,0.25,0
861,861,2026-02-05 21:00:00,12.38381445734479,87.61618554265522,100.0,55.0,0.25,0
862,862,2026-02-05 22:00:00,11.65402872696894,88.34597127303105,100.0,55.0,0.25,0
863,863,2026-02-05 23:00:00,10.522359898917681,89.47764010108232,100.0,55.0,0.25,0
864,864,2026-02-06 00:00:00,9.00104450248587,90.99895549751413,100.0,55.0,0.25,0
865,865,2026-02-06 01:00:00,8.131229659725621,91.86877034027438,100.0,55.0,0.25,0
866,866,2026-02-06 02:00:00,7.46089065325226,92.53910934674774,100.0,55.0,0.25,0
867,867,2026-02-06 03:00:00,6.762162824091811,93.23783717590818,100.0,55.0,0.25,0
868,868,2026-02-06 04:00:00,6.2035477446976435,93.79645225530236,100.0,55.0,0.25,0
869,869,2026-02-06 05:00:00,5.925259131096778,94.07474086890322,100.0,55.0,0.25,0
870,870,2026-02-06 06:00:00,11.107024222008821,88.89297577799118,100.0,55.0,0.25,1
871,871,2026-02-06 07:00:00,15.197150801723032,84.80284919827697,100.0,55.0,0.25,1
872,872,2026-02-06 08:00:00,18.241743842370134,81.75825615762986,100.0,55.0,0.25,1
873,873,2026-02-06 09:00:00,16.329308757427892,83.6706912425721,100.0,55.0,0.25,0
874,874,2026-02-06 10:00:00,14.671809998991563,85.32819000100844,100.0,55.0,0.25,0
875,875,2026-02-06 11:00:00,13.455934719041922,86.54406528095808,100.0,55.0,0.25,0
876,876,2026-02-06 12:00:00,11.601858108970525,88.39814189102947,100.0,55.0,0.25,0
877,877,2026-02-06 13:00:00,10.52549231485221,89.47450768514778,100.0,55.0,0.25,0
878,878,2026-02-06 14:00:00,9.399761978366948,90.60023802163305,100.0,55.0,0.25,0
879,879,2026-02-06 15:00:00,14.289963572875742,85.71003642712427,100.0,55.0,0.25,1
880,880,2026-02-06 16:00:00,18.044600173814317,81.95539982618568,100.0,55.0,0.25,1
881,881,2026-02-06 17:00:00,20.04823651189563,79.95176348810438,100.0,55.0,0.25,1
882,882,2026-02-06 18:00:00,17.817993145998486,82.18200685400151,100.0,55.0,0.25,0
883,883,2026-02-06 19:00:00,16.15480748577569,83.84519251422431,100.0,55.0,0.25,0
884,884,2026-02-06 20:00:00,14.348836571043712,85.6511634289563,100.0,55.0,0.25,0
885,885,2026-02-06 21:00:00,13.056304745491444,86.94369525450855,100.0,55.0,0.25,0
886,886,2026-02-06 22:00:00,11.461313323768122,88.53868667623188,100.0,55.0,0.25,0
887,887,2026-02-06 23:00:00,10.091325946141165,89.90867405385883,100.0,55.0,0.25,0
888,888,2026-02-07 00:00:00,9.241733206721209,90.75826679327879,100.0,55.0,0.25,0
889,889,2026-02-07 01:00:00,8.430510687829399,91.5694893121706,100.0,55.0,0.25,0
890,890,2026-02-07 02:00:00,7.567814011346752,92.43218598865325,100.0,55.0,0.25,0
891,891,2026-02-07 03:00:00,6.7967262723158655,93.20327372768413,100.0,55.0,0.25,0
892,892,2026-02-07 04:00:00,6.285173828080908,93.71482617191909,100.0,55.0,0.25,0
893,893,2026-02-07 05:00:00,5.757077341432643,94.24292265856735,100.0,55.0,0.25,0
894,894,2026-02-07 06:00:00,11.418845465715137,88.58115453428486,100.0,55.0,0.25,1
895,895,2026-02-07 07:00:00,15.486552228148652,84.51344777185135,100.0,55.0,0.25,1
896,896,2026-02-07 08:00:00,18.48418407190967,81.51581592809033,100.0,55.0,0.25,1
897,897,2026-02-07 09:00:00,16.50483750270294,83.49516249729706,100.0,55.0,0.25,0
898,898,2026-02-07 10:00:00,14.919737186867994,85.08026281313201,100.0,55.0,0.25,0
899,899,2026-02-07 11:00:00,12.933636012140916,87.06636398785909,100.0,55.0,0.25,0
900,900,2026-02-07 12:00:00,11.77911503055234,88.22088496944767,100.0,55.0,0.25,0
901,901,2026-02-07 13:00:00,10.402066962058958,89.59793303794105,100.0,55.0,0.25,0
902,902,2026-02-07 14:00:00,9.408795522168463,90.59120447783154,100.0,55.0,0.25,0
903,903,2026-02-07 15:00:00,14.307975290707585,85.69202470929241,100.0,55.0,0.25,1
904,904,2026-02-07 16:00:00,17.577433502243572,82.42256649775643,100.0,55.0,0.25,1
905,905,2026-02-07 17:00:00,20.163697576110923,79.83630242388908,100.0,55.0,0.25,1
906,906,2026-02-07 18:00:00,17.643909806306148,82.35609019369386,100.0,55.0,0.25,0
907,907,2026-02-07 19:00:00,16.09522602356732,83.90477397643268,100.0,55.0,0.25,0
908,908,2026-02-07 20:00:00,14.341555109346665,85.65844489065333,100.0,55.0,0.25,0
909,909,2026-02-07 21:00:00,13.119614225005328,86.88038577499466,100.0,55.0,0.25,0
910,910,2026-02-07 22:00:00,11.282972039712329,88.71702796028767,100.0,55.0,0.25,0
911,911,2026-02-07 23:00:00,10.207014429831364,89.79298557016864,100.0,55.0,0.25,0
912,912,2026-02-08 00:00:00,9.173478977324898,90.82652102267511,100.0,55.0,0.25,0
913,913,2026-02-08 01:00:00,8.524260627665512,91.47573937233449,100.0,55.0,0.25,0
914,914,2026-02-08 02:00:00,7.384658468629889,92.6153415313701,100.0,55.0,0.25,0
915,915,2026-02-08 03:00:00,6.751075771248473,93.24892422875152,100.0,55.0,0.25,0
916,916,2026-02-08 04:00:00,6.193418192106385,93.80658180789362,100.0,55.0,0.25,0
917,917,2026-02-08 05:00:00,5.560540047974779,94.43945995202522,100.0,55.0,0.25,0
918,918,2026-02-08 06:00:00,11.053126944597524,88.94687305540248,100.0,55.0,0.25,1
919,919,2026-02-08 07:00:00,15.395628249210384,84.60437175078961,100.0,55.0,0.25,1
920,920,2026-02-08 08:00:00,18.732334037944995,81.267665962055,100.0,55.0,0.25,1
921,921,2026-02-08 09:00:00,16.270191705534064,83.72980829446594,100.0,55.0,0.25,0
922,922,2026-02-08 10:00:00,14.705029328395698,85.2949706716043,100.0,55.0,0.25,0
923,923,2026-02-08 11:00:00,12.956998983350529,87.04300101664947,100.0,55.0,0.25,0
924,924,2026-02-08 12:00:00,11.944389694562728,88.05561030543727,100.0,55.0,0.25,0
925,925,2026-02-08 13:00:00,10.176097343567674,89.82390265643232,100.0,55.0,0.25,0
926,926,2026-02-08 14:00:00,9.291262188127181,90.70873781187282,100.0,55.0,0.25,0
927,927,2026-02-08 15:00:00,14.12772729319903,85.87227270680097,100.0,55.0,0.25,1
928,928,2026-02-08 16:00:00,17.85231849448646,82.14768150551353,100.0,55.0,0.25,1
929,929,2026-02-08 17:00:00,20.141260214265095,79.85873978573491,100.0,55.0,0.25,1
930,930,2026-02-08 18:00:00,17.804841129163492,82.19515887083651,100.0,55.0,0.25,0
931,931,2026-02-08 19:00:00,16.322206724249995,83.67779327575,100.0,55.0,0.25,0
932,932,2026-02-08 20:00:00,13.922855493035202,86.0771445069648,100.0,55.0,0.25,0
933,933,2026-02-08 21:00:00,12.24720208902022,87.75279791097978,100.0,55.0,0.25,0
934,934,2026-02-08 22:00:00,11.432530576713596,88.56746942328641,100.0,55.0,0.25,0
935,935,2026-02-08 23:00:00,10.062773519428054,89.93722648057195,100.0,55.0,0.25,0
936,936,2026-02-09 00:00:00,8.919355677156604,91.0806443228434,100.0,55.0,0.25,0
937,937,2026-02-09 01:00:00,8.350441261172687,91.64955873882731,100.0,55.0,0.25,0
938,938,2026-02-09 02:00:00,7.45247771786152,92.54752228213849,100.0,55.0,0.25,0
939,939,2026-02-09 03:00:00,6.5824557399470605,93.41754426005294,100.0,55.0,0.25,0
940,940,2026-02-09 04:00:00,5.8157780104288985,94.1842219895711,100.0,55.0,0.25,0
941,941,2026-02-09 05:00:00,5.697709688999537,94.30229031100046,100.0,55.0,0.25,0
942,942,2026-02-09 06:00:00,11.272453903099363,88.72754609690064,100.0,55.0,0.25,1
943,943,2026-02-09 07:00:00,15.336975077874847,84.66302492212515,100.0,55.0,0.25,1
944,944,2026-02-09 08:00:00,18.88693508718257,81.11306491281744,100.0,55.0,0.25,1
945,945,2026-02-09 09:00:00,16.261477812151046,83.73852218784896,100.0,55.0,0.25,0
946,946,2026-02-09 10:00:00,14.373330359381375,85.62666964061863,100.0,55.0,0.25,0
947,947,2026-02-09 11:00:00,12.958641532362115,87.04135846763788,100.0,55.0,0.25,0
948,948,2026-02-09 12:00:00,11.696263165506661,88.30373683449334,100.0,55.0,0.25,0
949,949,2026-02-09 13:00:00,10.529402614388967,89.47059738561103,100.0,55.0,0.25,0
950,950,2026-02-09 14:00:00,9.354799346010234,90.64520065398976,100.0,55.0,0.25,0
951,951,2026-02-09 15:00:00,14.122695997488984,85.87730400251101,100.0,55.0,0.25,1
952,952,2026-02-09 16:00:00,17.2889058038015,82.7110941961985,100.0,55.0,0.25,1
953,953,2026-02-09 17:00:00,20.443163187294346,79.55683681270565,100.0,55.0,0.25,1
954,954,2026-02-09 18:00:00,17.89945079882362,82.10054920117638,100.0,55.0,0.25,0
955,955,2026-02-09 19:00:00,16.169434476679502,83.8305655233205,100.0,55.0,0.25,0
956,956,2026-02-09 20:00:00,14.28100334239399,85.71899665760601,100.0,55.0,0.25,0
957,957,2026-02-09 21:00:00,12.778313924174993,87.221686075825,100.0,55.0,0.25,0
958,958,2026-02-09 22:00:00,11.458481142749369,88.54151885725064,100.0,55.0,0.25,0
959,959,2026-02-09 23:00:00,10.25272607630204,89.74727392369796,100.0,55.0,0.25,0
960,960,2026-02-10 00:00:00,9.252146792556255,90.74785320744374,100.0,55.0,0.25,0
961,961,2026-02-10 01:00:00,8.474600477739303,91.5253995222607,100.0,55.0,0.25,0
962,962,2026-02-10 02:00:00,7.443021809047574,92.55697819095242,100.0,55.0,0.25,0
963,963,2026-02-10 03:00:00,6.837072217612108,93.1629277823879,100.0,55.0,0.25,0
964,964,2026-02-10 04:00:00,6.053891751305632,93.94610824869437,100.0,55.0,0.25,0
965,965,2026-02-10 05:00:00,5.811241666433403,94.1887583335666,100.0,55.0,0.25,0
966,966,2026-02-10 06:00:00,11.007135207095777,88.99286479290423,100.0,55.0,0.25,1
967,967,2026-02-10 07:00:00,15.716998337212885,84.28300166278711,100.0,55.0,0.25,1
968,968,2026-02-10 08:00:00,18.50957609784417,81.49042390215583,100.0,55.0,0.25,1
969,969,2026-02-10 09:00:00,16.189339744992665,83.81066025500733,100.0,55.0,0.25,0
970,970,2026-02-10 10:00:00,14.704056276548481,85.29594372345151,100.0,55.0,0.25,0
971,971,2026-02-10 11:00:00,12.960812814843388,87.0391871851566,100.0,55.0,0.25,0
972,972,2026-02-10 12:00:00,11.873509078575506,88.12649092142449,100.0,55.0,0.25,0
973,973,2026-02-10 13:00:00,10.350209928663952,89.64979007133604,100.0,55.0,0.25,0
974,974,2026-02-10 14:00:00,9.313809870938544,90.68619012906146,100.0,55.0,0.25,0
975,975,2026-02-10 15:00:00,13.674376771997018,86.32562322800298,100.0,55.0,0.25,1
976,976,2026-02-10 16:00:00,17.448752424789777,82.55124757521023,100.0,55.0,0.25,1
977,977,2026-02-10 17:00:00,19.669634401153903,80.3303655988461,100.0,55.0,0.25,1
978,978,2026-02-10 18:00:00,17.599100469804988,82.400899530195,100.0,55.0,0.25,0
979,979,2026-02-10 19:00:00,16.098058241590735,83.90194175840927,100.0,55.0,0.25,0
980,980,2026-02-10 20:00:00,14.369618304848617,85.63038169515139,100.0,55.0,0.25,0
981,981,2026-02-10 21:00:00,12.77205479270123,87.22794520729877,100.0,55.0,0.25,0
982,982,2026-02-10 22:00:00,11.151132458077086,88.84886754192291,100.0,55.0,0.25,0
983,983,2026-02-10 23:00:00,10.15364209307018,89.84635790692982,100.0,55.0,0.25,0
984,984,2026-02-11 00:00:00,9.122881732764633,90.87711826723537,100.0,55.0,0.25,0
985,985,2026-02-11 01:00:00,7.977097033874308,92.02290296612568,100.0,55.0,0.25,0
986,986,2026-02-11 02:00:00,7.70439723546071,92.2956027645393,100.0,55.0,0.25,0
987,987,2026-02-11 03:00:00,6.87074392420954,93.12925607579047,100.0,55.0,0.25,0
988,988,2026-02-11 04:00:00,6.0276460553971445,93.97235394460286,100.0,55.0,0.25,0
989,989,2026-02-11 05:00:00,5.528595391142415,94.47140460885758,100.0,55.0,0.25,0
990,990,2026-02-11 06:00:00,11.18409022909714,88.81590977090286,100.0,55.0,0.25,1
991,991,2026-02-11 07:00:00,14.948463276945864,85.05153672305414,100.0,55.0,0.25,1
992,992,2026-02-11 08:00:00,18.46817221146892,81.53182778853107,100.0,55.0,0.25,1
993,993,2026-02-11 09:00:00,16.339097915816716,83.66090208418328,100.0,55.0,0.25,0
994,994,2026-02-11 10:00:00,14.47811139158734,85.52188860841267,100.0,55.0,0.25,0
995,995,2026-02-11 11:00:00,13.040803087761173,86.95919691223882,100.0,55.0,0.25,0
996,996,2026-02-11 12:00:00,12.064917674147665,87.93508232585233,100.0,55.0,0.25,0
997,997,2026-02-11 13:00:00,10.608903296777832,89.39109670322216,100.0,55.0,0.25,0
998,998,2026-02-11 14:00:00,9.28881075962494,90.71118924037506,100.0,55.0,0.25,0
999,999,2026-02-11 15:00:00,14.166801474457356,85.83319852554264,100.0,55.0,0.25,1
1000,1000,2026-02-11 16:00:00,17.819084775956792,82.1809152240432,100.0,55.0,0.25,1
1001,1001,2026-02-11 17:00:00,20.339337003062248,79.66066299693776,100.0,55.0,0.25,1
1002,1002,2026-02-11 18:00:00,17.927807108486167,82.07219289151384,100.0,55.0,0.25,0
1003,1003,2026-02-11 19:00:00,15.816587954820761,84.18341204517924,100.0,55.0,0.25,0
1004,1004,2026-02-11 20:00:00,14.352102935841168,85.64789706415883,100.0,55.0,0.25,0
1005,1005,2026-02-11 21:00:00,12.765660357428587,87.23433964257141,100.0,55.0,0.25,0
1006,1006,2026-02-11 22:00:00,11.523566330708475,88.47643366929152,100.0,55.0,0.25,0
1007,1007,2026-02-11 23:00:00,10.29021872463497,89.70978127536503,100.0,55.0,0.25,0
1008,1008,2026-02-12 00:00:00,9.333512783646613,90.66648721635339,100.0,55.0,0.25,0
1009,1009,2026-02-12 01:00:00,8.101722929400703,91.89827707059929,100.0,55.0,0.25,0
1010,1010,2026-02-12 02:00:00,7.667196388234145,92.33280361176585,100.0,55.0,0.25,0
1011,1011,2026-02-12 03:00:00,6.734791387032885,93.26520861296711,100.0,55.0,0.25,0
1012,1012,2026-02-12 04:00:00,6.48689106468813,93.51310893531186,100.0,55.0,0.25,0
1013,1013,2026-02-12 05:00:00,5.385380659725595,94.6146193402744,100.0,55.0,0.25,0
1014,1014,2026-02-12 06:00:00,11.48960642814068,88.51039357185932,100.0,55.0,0.25,1
1015,1015,2026-02-12 07:00:00,15.396392407323253,84.60360759267675,100.0,55.0,0.25,1
1016,1016,2026-02-12 08:00:00,18.38732408725015,81.61267591274985,100.0,55.0,0.25,1
1017,1017,2026-02-12 09:00:00,16.378717598605412,83.62128240139458,100.0,55.0,0.25,0
1018,1018,2026-02-12 10:00:00,14.614365931927459,85.38563406807253,100.0,55.0,0.25,0
1019,1019,2026-02-12 11:00:00,13.181856335618747,86.81814366438125,100.0,55.0,0.25,0
1020,1020,2026-02-12 12:00:00,11.80994746638486,88.19005253361514,100.0,55.0,0.25,0
1021,1021,2026-02-12 13:00:00,10.365994723736714,89.63400527626328,100.0,55.0,0.25,0
1022,1022,2026-02-12 14:00:00,9.398175639129303,90.6018243608707,100.0,55.0,0.25,0
1023,1023,2026-02-12 15:00:00,14.480738989908497,85.5192610100915,100.0,55.0,0.25,1
1024,1024,2026-02-12 16:00:00,17.884722322659734,82.11527767734026,100.0,55.0,0.25,1
1025,1025,2026-02-12 17:00:00,20.2416750004145,79.7583249995855,100.0,55.0,0.25,1
1026,1026,2026-02-12 18:00:00,17.923481730135773,82.07651826986422,100.0,55.0,0.25,0
1027,1027,2026-02-12 19:00:00,15.969981575705528,84.03001842429447,100.0,55.0,0.25,0
1028,1028,2026-02-12 20:00:00,14.335161867664533,85.66483813233546,100.0,55.0,0.25,0
1029,1029,2026-02-12 21:00:00,12.482404767304557,87.51759523269544,100.0,55.0,0.25,0
1030,1030,2026-02-12 22:00:00,11.29305237921826,88.70694762078173,100.0,55.0,0.25,0
1031,1031,2026-02-12 23:00:00,9.82946754952306,90.17053245047694,100.0,55.0,0.25,0
1032,1032,2026-02-13 00:00:00,9.203446865103803,90.7965531348962,100.0,55.0,0.25,0
1033,1033,2026-02-13 01:00:00,8.338209159653365,91.66179084034664,100.0,55.0,0.25,0
1034,1034,2026-02-13 02:00:00,7.307080282647405,92.6929197173526,100.0,55.0,0.25,0
1035,1035,2026-02-13 03:00:00,7.010068818752412,92.98993118124758,100.0,55.0,0.25,0
1036,1036,2026-02-13 04:00:00,5.8266857575626085,94.17331424243739,100.0,55.0,0.25,0
1037,1037,2026-02-13 05:00:00,5.230343247301544,94.76965675269845,100.0,55.0,0.25,0
1038,1038,2026-02-13 06:00:00,11.187304031219625,88.81269596878037,100.0,55.0,0.25,1
1039,1039,2026-02-13 07:00:00,15.566229911153153,84.43377008884684,100.0,55.0,0.25,1
1040,1040,2026-02-13 08:00:00,18.854393226264612,81.14560677373538,100.0,55.0,0.25,1
1041,1041,2026-02-13 09:00:00,16.38371791284249,83.61628208715751,100.0,55.0,0.25,0
1042,1042,2026-02-13 10:00:00,14.894171560252582,85.10582843974741,100.0,55.0,0.25,0
1043,1043,2026-02-13 11:00:00,13.089321452438222,86.91067854756177,100.0,55.0,0.25,0
1044,1044,2026-02-13 12:00:00,11.670854908789597,88.3291450912104,100.0,55.0,0.25,0
1045,1045,2026-02-13 13:00:00,10.657466712021764,89.34253328797824,100.0,55.0,0.25,0
1046,1046,2026-02-13 14:00:00,9.533511133264183,90.46648886673582,100.0,55.0,0.25,0
1047,1047,2026-02-13 15:00:00,13.737006486789275,86.26299351321073,100.0,55.0,0.25,1
1048,1048,2026-02-13 16:00:00,17.83452175858477,82.16547824141523,100.0,55.0,0.25,1
1049,1049,2026-02-13 17:00:00,20.430428537309183,79.56957146269082,100.0,55.0,0.25,1
1050,1050,2026-02-13 18:00:00,17.790768494200226,82.20923150579978,100.0,55.0,0.25,0
1051,1051,2026-02-13 19:00:00,16.02513601704936,83.97486398295064,100.0,55.0,0.25,0
1052,1052,2026-02-13 20:00:00,14.311264310374998,85.688735689625,100.0,55.0,0.25,0
1053,1053,2026-02-13 21:00:00,12.739098033509018,87.26090196649098,100.0,55.0,0.25,0
1054,1054,2026-02-13 22:00:00,11.234466655933845,88.76553334406616,100.0,55.0,0.25,0
1055,1055,2026-02-13 23:00:00,10.028859690710966,89.97114030928904,100.0,55.0,0.25,0
1056,1056,2026-02-14 00:00:00,9.118491426384457,90.88150857361555,100.0,55.0,0.25,0
1057,1057,2026-02-14 01:00:00,8.44331577556469,91.55668422443532,100.0,55.0,0.25,0
1058,1058,2026-02-14 02:00:00,7.5124376060261655,92.48756239397383,100.0,55.0,0.25,0
1059,1059,2026-02-14 03:00:00,6.621148599677184,93.37885140032282,100.0,55.0,0.25,0
1060,1060,2026-02-14 04:00:00,6.226178632292746,93.77382136770726,100.0,55.0,0.25,0
1061,1061,2026-02-14 05:00:00,4.953509699217493,95.04649030078251,100.0,55.0,0.25,0
1062,1062,2026-02-14 06:00:00,11.372166807582051,88.62783319241795,100.0,55.0,0.25,1
1063,1063,2026-02-14 07:00:00,15.008867494875103,84.9911325051249,100.0,55.0,0.25,1
1064,1064,2026-02-14 08:00:00,18.445119499692414,81.55488050030759,100.0,55.0,0.25,1
1065,1065,2026-02-14 09:00:00,16.251560786491048,83.74843921350896,100.0,55.0,0.25,0
1066,1066,2026-02-14 10:00:00,14.419499098422142,85.58050090157786,100.0,55.0,0.25,0
1067,1067,2026-02-14 11:00:00,13.329188503814068,86.67081149618593,100.0,55.0,0.25,0
1068,1068,2026-02-14 12:00:00,11.611840128515382,88.38815987148462,100.0,55.0,0.25,0
1069,1069,2026-02-14 13:00:00,10.550035500870573,89.44996449912942,100.0,55.0,0.25,0
1070,1070,2026-02-14 14:00:00,9.393662441805661,90.60633755819434,100.0,55.0,0.25,0
1071,1071,2026-02-14 15:00:00,14.147693083630749,85.85230691636926,100.0,55.0,0.25,1
1072,1072,2026-02-14 16:00:00,17.554578066851644,82.44542193314835,100.0,55.0,0.25,1
1073,1073,2026-02-14 17:00:00,19.89781182164198,80.10218817835802,100.0,55.0,0.25,1
1074,1074,2026-02-14 18:00:00,18.11513439839156,81.88486560160844,100.0,55.0,0.25,0
1075,1075,2026-02-14 19:00:00,15.847223993729614,84.15277600627039,100.0,55.0,0.25,0
1076,1076,2026-02-14 20:00:00,13.9011418933865,86.0988581066135,100.0,55.0,0.25,0
1077,1077,2026-02-14 21:00:00,12.601340248151054,87.39865975184895,100.0,55.0,0.25,0
